RHS 50 x 30 x 2.9,50,30,2.9,3.31,4.21,13.2,5.80,5.29,3.87
SHS 200  x  200 x 16.0,200,200,16,90.3,115,6390,6390,639,639
SHS 220  x  220 x 8.0,220,220,8,52.7,67.2,5000,5000,455,455
SHS 220  x  220 x 8.8,220,220,8.8,57.7,73.5,5430,5430,494,494
SHS 220  x  220 x 10.0,220,220,10,65.1,82.9,6050,6050,550,550
SHS 220  x  220 x 11.0,220,220,11,71.2,90.7,6550,6550,595,595
SHS 220  x  220 x 12.5,220,220,12.5,80.1,102,7250,7250,659,659
SHS 220  x  220 x 14.2,220,220,14.2,90.1,115,8010,8010,728,728
SHS 220  x  220 x 16.0,220,220,16,100,128,8750,8750,795,795
SHS 250  x  250 x 5.0,250,250,5,38.3,48.7,4860,4860,389,389
SHS 250  x  250 x 5.6,250,250,5.6,42.7,54.4,5400,5400,432,432
SHS 250  x  250 x 6.3,250,250,6.3,47.9,61.0,6010,6010,481,481
SHS 250  x  250 x 7.1,250,250,7.1,53.7,68.4,6700,6700,536,536
SHS 250  x  250 x 8.0,250,250,8,60.3,76.8,7460,7460,596,596
SHS 250  x  250 x 8.8,250,250,8.8,66.0,84.1,8110,8110,649,649
SHS 250  x  250 x 10.0,250,250,10,74.5,94.9,9060,9060,724,724
SHS 250  x  250 x 11.0,250,250,11,81.5,104,9820,9820,785,785
SHS 250  x  250 x 12.5,250,250,12.5,91.9,117,10900,10900,873,873
SHS 250  x  250 x 14.2,250,250,14.2,103,132,12100,12100,967,967
SHS 250  x  250 x 16.0,250,250,16,115,147,13300,13300,1060,1060
SHS 260  x  260 x 7.1,260,260,7.1,56.0,71.3,7570,7570,582,582
SHS 260  x  260 x 8.0,260,260,8,62.8,80.0,8420,8420,648,648
SHS 260  x  260 x 8.8,260,260,8.8,68.8,87.6,9160,9160,705,705
SHS 260  x  260 x 10.0,260,260,10,77.7,98.9,10200,10200,788,788
SHS 260  x  260 x 11.0,260,260,11,85.0,108,11100,11100,855,855
SHS 260  x  260 x 12.5,260,260,12.5,95.8,122,12400,12400,951,951
SHS 260  x  260 x 14.2,260,260,14.2,108,137,13700,13700,1060,1060
SHS 260  x  260 x 16.0,260,260,16,120,153,15100,15100,1160,1160
SHS 300  x  300 x 6.3,300,300,6.3,57.8,73.6,10500,10500,703,703
SHS 300  x  300 x 7.1,300,300,7.1,64.9,82.6,11800,11800,785,785
SHS 300  x  300 x 8.0,300,300,8,72.8,92.8,13100,13100,875,875
SHS 300  x  300 x 8.8,300,300,8.8,79.8,102,14300,14300,954,954
SHS 300  x  300 x 10.0,300,300,10,90.2,115,16000,16000,1070,1070
SHS 300  x  300 x 11.0,300,300,11,98.8,126,17400,17400,1160,1160
SHS 300  x  300 x 12.5,300,300,12.5,112,142,19400,19400,1300,1300
SHS 300  x  300 x 14.2,300,300,14.2,126,160,21600,21600,1440,1440
SHS 300  x  300 x 16.0,300,300,16,141,179,23800,23800,1590,1590
SHS 350  x  350 x 8.0,350,350,8,85.4,109,21100,21100,1210,1210
SHS 350  x  350 x 8.8,350,350,8.8,93.6,119,23100,23100,1320,1320
SHS 350  x  350 x 10.0,350,350,10,106,135,25900,25900,1480,1480
SHS 350  x  350 x 11.0,350,350,11,116,148,28200,28200,1610,1610
SHS 350  x  350 x 12.5,350,350,12.5,131,167,31500,31500,1800,1800
SHS 350  x  350 x 14.2,350,350,14.2,148,189,35200,35200,2010,2010
SHS 350  x  350 x 16.0,350,350,16,166,211,38900,38900,2220,2220
SHS 400  x  400 x 8.0,400,400,8,97.9,125,31900,31900,1590,1590
SHS 400  x  400 x 8.8,400,400,8.8,107,137,34800,34800,1740,1740
SHS 400  x  400 x 10.0,400,400,10,122,155,39100,39100,1960,1960
SHS 400  x  400 x 11.0,400,400,11,133,170,42700,42700,2130,2130
SHS 400  x  400 x 12.5,400,400,12.5,151,192,47800,47800,2390,2390
SHS 400  x  400 x 14.2,400,400,14.2,170,217,53500,53500,2680,2680
SHS 400  x  400 x 16.0,400,400,16,191,243,59300,59300,2970,2970
CHS 21.3 x 2.6,21.3,21.3,2.6,1.20,1.53,0.681,0.681,0.639,0.639
CHS 21.3 x 2.9,21.3,21.3,2.9,1.32,1.68,0.727,0.727,0.683,0.683
CHS 21.3 x 3.2,21.3,21.3,3.2,1.43,1.82,0.768,0.768,0.722,0.722
CHS 26.9 x 2.6,26.9,26.9,2.6,1.56,1.98,1.48,1.48,1.10,1.10
CHS 26.9 x 2.9,26.9,26.9,2.9,1.72,2.19,1.60,1.60,1.19,1.19
CHS 26.9 x 3.2,26.9,26.9,3.2,1.87,2.38,1.70,1.70,1.27,1.27
CHS 26.9 x 3.6,26.9,26.9,3.6,2.07,2.64,1.83,1.83,1.36,1.36
CHS 33.7 x 2.6,33.7,33.7,2.6,1.99,2.54,3.09,3.09,1.84,1.84
CHS 33.7 x 2.9,33.7,33.7,2.9,2.20,2.81,3.36,3.36,1.99,1.99
CHS 33.7 x 3.2,33.7,33.7,3.2,2.41,3.07,3.60,3.60,2.14,2.14
CHS 33.7 x 3.6,33.7,33.7,3.6,2.67,3.40,3.91,3.91,2.32,2.32
CHS 33.7 x 4.0,33.7,33.7,4.0,2.93,3.73,4.19,4.19,2.49,2.49
CHS 33.7 x 4.5,33.7,33.7,4.5,3.24,4.13,4.50,4.50,2.67,2.67
CHS 42.4 x 2.6,42.4,42.4,2.6,2.55,3.25,6.46,6.46,3.05,3.05
CHS 42.4 x 2.9,42.4,42.4,2.9,2.82,3.60,7.06,7.06,3.33,3.33
CHS 42.4 x 3.2,42.4,42.4,3.2,3.09,3.94,7.62,7.62,3.59,3.59
CHS 42.4 x 3.6,42.4,42.4,3.6,3.44,4.39,8.33,8.33,3.93,3.93
CHS 42.4 x 4.0,42.4,42.4,4.0,3.79,4.83,8.99,8.99,4.24,4.24
CHS 42.4 x 4.5,42.4,42.4,4.5,4.21,5.36,9.76,9.76,4.60,4.60
CHS 48.3 x 2.6,48.3,48.3,2.6,2.93,3.73,9.78,9.78,4.05,4.05
CHS 48.3 x 2.9,48.3,48.3,2.9,3.25,4.14,10.7,10.7,4.43,4.43
CHS 48.3 x 3.2,48.3,48.3,3.2,3.56,4.53,11.6,11.6,4.80,4.80
CHS 48.3 x 3.6,48.3,48.3,3.6,3.97,5.06,12.7,12.7,5.26,5.26
CHS 48.3 x 4.0,48.3,48.3,4.0,4.37,5.57,13.8,13.8,5.70,5.70
CHS 48.3 x 4.5,48.3,48.3,4.5,4.86,6.19,15.0,15.0,6.21,6.21
CHS 48.3 x 5.0,48.3,48.3,5.0,5.34,6.80,16.2,16.2,6.69,6.69
CHS 48.3 x 5.6,48.3,48.3,5.6,5.90,7.51,17.4,17.4,7.21,7.21
CHS 48.3 x 6.3,48.3,48.3,6.3,6.53,8.31,18.7,18.7,7.76,7.76
CHS 60.3 x 2.6,60.3,60.3,2.6,3.70,4.71,19.7,19.7,6.52,6.52
CHS 60.3 x 2.9,60.3,60.3,2.9,4.11,5.23,21.6,21.6,7.16,7.16
CHS 60.3 x 3.2,60.3,60.3,3.2,4.51,5.74,23.5,23.5,7.78,7.78
CHS 60.3 x 3.6,60.3,60.3,3.6,5.03,6.41,25.9,25.9,8.58,8.58
CHS 60.3 x 4.0,60.3,60.3,4.0,5.55,7.07,28.2,28.2,9.34,9.34
CHS 60.3 x 4.5,60.3,60.3,4.5,6.19,7.89,30.9,30.9,10.2,10.2
CHS 60.3 x 5.0,60.3,60.3,5.0,6.82,8.69,33.5,33.5,11.1,11.1
CHS 60.3 x 5.6,60.3,60.3,5.6,7.55,9.62,36.4,36.4,12.1,12.1
CHS 60.3 x 6.3,60.3,60.3,6.3,8.39,10.7,39.5,39.5,13.1,13.1
CHS 60.3 x 7.1,60.3,60.3,7.1,9.32,11.9,42.7,42.7,14.2,14.2
CHS 60.3 x 8.0,60.3,60.3,8.0,10.3,13.1,46.0,46.0,15.3,15.3
CHS 76.1 x 2.9,76.1,76.1,2.9,5.24,6.67,44.7,44.7,11.8,11.8
CHS 76.1 x 3.2,76.1,76.1,3.2,5.75,7.33,48.8,48.8,12.8,12.8
CHS 76.1 x 3.6,76.1,76.1,3.6,6.44,8.20,54.0,54.0,14.2,14.2
CHS 76.1 x 4.0,76.1,76.1,4.0,7.11,9.06,59.1,59.1,15.5,15.5
CHS 76.1 x 4.5,76.1,76.1,4.5,7.95,10.1,65.1,65.1,17.1,17.1
CHS 76.1 x 5.0,76.1,76.1,5.0,8.77,11.2,70.9,70.9,18.6,18.6
CHS 76.1 x 5.6,76.1,76.1,5.6,9.74,12.4,77.5,77.5,20.4,20.4
CHS 76.1 x 6.3,76.1,76.1,6.3,10.8,13.8,84.8,84.8,22.3,22.3
CHS 76.1 x 7.1,76.1,76.1,7.1,12.1,15.4,92.6,92.6,24.3,24.3
CHS 76.1 x 8.0,76.1,76.1,8.0,13.4,17.1,101,101,26.4,26.4
CHS 88.9 x 3.2,88.9,88.9,3.2,6.76,8.62,79.2,79.2,17.8,17.8
CHS 88.9 x 3.6,88.9,88.9,3.6,7.57,9.65,87.9,87.9,19.8,19.8
CHS 88.9 x 4.0,88.9,88.9,4.0,8.38,10.7,96.3,96.3,21.7,21.7
CHS 88.9 x 4.5,88.9,88.9,4.5,9.37,11.9,107,107,24.0,24.0
CHS 88.9 x 5.0,88.9,88.9,5.0,10.3,13.2,116,116,26.2,26.2
CHS 88.9 x 5.6,88.9,88.9,5.6,11.5,14.7,128,128,28.7,28.7
CHS 88.9 x 6.3,88.9,88.9,6.3,12.8,16.3,140,140,31.5,31.5
CHS 88.9 x 7.1,88.9,88.9,7.1,14.3,18.2,154,154,34.6,34.6
CHS 88.9 x 8.0,88.9,88.9,8.0,16.0,20.3,168,168,37.8,37.8
CHS 88.9 x 10.0,88.9,88.9,10.0,19.5,24.8,196,196,44.1,44.1
CHS 101.6 x 3.6,101.6,101.6,3.6,8.70,11.1,133,133,26.2,26.2
CHS 101.6 x 4.0,101.6,101.6,4.0,9.63,12.3,146,146,28.8,28.8
CHS 101.6 x 4.5,101.6,101.6,4.5,10.8,13.7,162,162,31.9,31.9
CHS 101.6 x 5.0,101.6,101.6,5.0,11.9,15.2,177,177,34.9,34.9
CHS 101.6 x 5.6,101.6,101.6,5.6,13.3,16.9,195,195,38.4,38.4
CHS 101.6 x 6.3,101.6,101.6,6.3,14.8,18.9,215,215,42.3,42.3
CHS 101.6 x 7.1,101.6,101.6,7.1,16.5,21.1,237,237,46.6,46.6
CHS 101.6 x 8.0,101.6,101.6,8.0,18.5,23.5,260,260,51.1,51.1
CHS 101.6 x 10.0-,101.6,101.6,10.0,22.6,28.8,305,305,60.1,60.1
CHS 114.3 x 3.6,114.3,114.3,3.6,9.83,12.5,192,192,33.6,33.6
CHS 114.3 x 4.0,114.3,114.3,4.0,10.9,13.9,211,211,36.9,36.9
CHS 114.3 x 4.5,114.3,114.3,4.5,12.2,15.5,234,234,41.0,41.0
CHS 114.3 x 5.0,114.3,114.3,5.0,13.5,17.2,257,257,45.0,45.0
CHS 114.3 x 5.6,114.3,114.3,5.6,15.0,19.1,283,283,49.6,49.6
CHS 114.3 x 6.3,114.3,114.3,6.3,16.8,21.4,313,313,54.7,54.7
CHS 114.3 x 7.1,114.3,114.3,7.1,18.8,23.9,345,345,60.4,60.4
CHS 114.3 x 8.0,114.3,114.3,8.0,21.0,26.7,379,379,66.4,66.4
CHS 114.3 x 10.0,114.3,114.3,10.0,25.7,32.8,450,450,78.7,78.7
CHS 139.7 x 3.6,139.7,139.7,3.6,12.1,15.4,357,357,51.1,51.1
CHS 139.7 x 4.0,139.7,139.7,4.0,13.4,17.1,393,393,56.2,56.2
CHS 139.7 x 4.5,139.7,139.7,4.5,15.0,19.1,437,437,62.6,62.6
CHS 139.7 x 5.0,139.7,139.7,5.0,16.6,21.2,481,481,68.8,68.8
CHS 139.7 x 5.6,139.7,139.7,5.6,18.5,23.6,531,531,76.1,76.1
CHS 139.7 x 6.3,139.7,139.7,6.3,20.7,26.4,589,589,84.3,84.3
CHS 139.7 x 7.1,139.7,139.7,7.1,23.2,29.6,652,652,93.3,93.3
CHS 139.7 x 8.0,139.7,139.7,8.0,26.0,33.1,720,720,103,103
CHS 139.7 x 10.0,139.7,139.7,10.0,32.0,40.7,862,862,123,123
CHS 168.3 x 5.0,168.3,168.3,5.0,20.1,25.7,856,856,102,102
CHS 168.3 x 5,6,168.3,168.3,5.6,22.5,28.6,948,948,113,113
CHS 168.3 x 6.3,168.3,168.3,6.3,25.2,32.1,1050,1050,125,125
CHS 168.3 x 7.1,168.3,168.3,7.1,28.2,36.0,1170,1170,139,139
CHS 168.3 x 8.0,168.3,168.3,8.0,31.6,40.3,1300,1300,154,154
CHS 168.3 x 10.0,168.3,168.3,10.0,39.0,49.7,1560,1560,186,186
CHS 168.3 x 11.0,168.3,168.3,11.0,42.7,54.4,1690,1690,201,201
CHS 168.3 x 12.5,168.3,168.3,12.5,48.0,61.2,1870,1870,222,222
CHS 193.7 x 5.0,193.7,193.7,5.0,23.3,29.6,1320,1320,136,136
CHS 193.7 x 5.6,193.7,193.7,5.6,26.0,33.1,1460,1460,151,151
CHS 193.7 x 6.3,193.7,193.7,6.3,29.1,37.1,1630,1630,168,168
CHS 193.7 x 7.1,193.7,193.7,7.1,32.7,41.6,1810,1810,187,187
CHS 193.7 x 8,0,193.7,193.7,8.0,36.6,46.7,2020,2020,208,208
CHS 193.7 x 10.0,193.7,193.7,10.0,45.3,57.7,2440,2440,252,252
CHS 193.7 x 11.0,193.7,193.7,11.0,49.6,63.1,2640,2640,273,273
CHS 193.7 x 12.5,193.7,193.7,12.5,55.9,71.2,2930,2930,303,303
CHS 193.7 x 14.2,193.7,193.7,14.2,62.9,80.1,3240,3240,335,335
CHS 193.7 x 16.0,193.7,193.7,16.0,70.1,89.3,3550,3550,367,367
CHS 219.1 x 4.5,219.1,219.1,4.5,23.8,30.3,1750,1750,159,159
CHS 219.1 x 5.0,219.1,219.1,5.0,26.4,33.6,1930,1930,176,176
CHS 219.1 x 5.6,219.1,219.1,5.6,29.5,37.6,2140,2140,195,195
CHS 219.1 x 6.3,219.1,219.1,6.3,33.1,42.1,2390,2390,218,218
CHS 219.1 x 7.1,219.1,219.1,7.1,37.1,47.3,2660,2660,243,243
CHS 219.1 x 8.0,219.1,219.1,8.0,41.6,53.1,2960,2960,270,270
CHS 219.1 x 10.0,219.1,219.1,10.0,51.6,65.7,3600,3600,328,328
CHS 219.1 x 11.0,219.1,219.1,11.0,56.5,71.9,3900,3900,356,356
CHS 219.1 x 12.5,219.1,219.1,12.5,63.7,81.1,4340,4340,397,397
CHS 219.1 x 14.2,219.1,219.1,14.2,71.8,91.4,4820,4820,440,440
CHS 219.1 x 16.0,219.1,219.1,16.0,80.1,102,5300,5300,483,483
CHS 244.5 x 5.0,244.5,244.5,5.0,29.5,37.6,2700,2700,221,221
CHS 244.5 x 5.6,244.5,244.5,5.6,33.0,42.0,3000,3000,245,245
CHS 244.5 x 6.3,244.5,244.5,6.3,37.0,47.1,3350,3350,274,274
CHS 244.5 x 7.1,244.5,244.5,7.1,41.6,53.0,3730,3730,305,305
CHS 244.5 x 8.0,244.5,244.5,8.0,46.7,59.4,4160,4160,340,340
CHS 244.5 x 10.0,244.5,244.5,10.0,57.8,73.7,5070,5070,415,415
CHS 244.5 x 11.0,244.5,244.5,11.0,63.3,80.7,5510,5510,451,451
CHS 244.5 x 12.5,244.5,244.5,12.5,71.5,91.1,6150,6150,503,503
CHS 244.5 x 14.2,244.5,244.5,14.2,80.6,103,6840,6840,559,559
CHS 244.5 x 16.0,244.5,244.5,16.0,90.2,115,7530,7530,616,616
CHS 273.0 x 5.0,273.0,273.0,5.0,33.0,42.1,3780,3780,277,277
CHS 273.0 x 5.6,273.0,273.0,5.6,36.9,47.0,4210,4210,308,308
CHS 273.0 x 6.3,273.0,273.0,6.3,41.4,52.8,4700,4700,344,344
CHS 273.0 x 7.1,273.0,273.0,7.1,46.6,59.3,5240,5240,384,384
CHS 273.0 x 8.0,273.0,273.0,8.0,52.3,66.6,5850,5850,429,429
CHS 273.0 x 10.0,273.0,273.0,10.0,64.9,82.6,7150,7150,524,524
CHS 273.0 x 11.0,273.0,273.0,11.0,71.1,90.5,7780,7780,570,570
CHS 273.0 x 12.5,273.0,273.0,12.5,80.3,102,8700,8700,637,637
CHS 273.0 x 14.2,273.0,273.0,14.2,90.6,115,9700,9700,710,710
CHS 273.0 x 16.0,273.0,273.0,16.0,101,129,10700,10700,784,784
CHS 323.9 x 5.0,323.9,323.9,5.0,39.3,50.1,6370,6370,393,393
CHS 323.9 x 5.6,323.9,323.9,5.6,44.0,56.0,7090,7090,438,438
CHS 323.9 x 6.3,323.9,323.9,6.3,49.3,62.9,7930,7930,490,490
CHS 323.9 x 7.1,323.9,323.9,7.1,55.5,70.7,8870,8870,548,548
CHS 323.9 x 8.0,323.9,323.9,8.0,62.3,79.4,9910,9910,612,612
CHS 323.9 x 10.0,323.9,323.9,10.0,77.4,98.6,12200,12200,751,751
CHS 323.9 x 11.0,323.9,323.9,11.0,84.9,108,13200,13200,818,818
CHS 323.9 x 12.5,323.9,323.9,12.5,96.0,122,14800,14800,917,917
CHS 323.9 x 14.2,323.9,323.9,14.2,108,138,16600,16600,1020,1020
CHS 323.9 x 16.0,323.9,323.9,16.0,121,155,18400,18400,1140,1140
CHS 355.6 x 6.3,355.6,355.6,6.3,54.3,69.1,10500,10500,593,593
CHS 355.6 x 7.1,355.6,355.6,7.1,61.0,77.7,11800,11800,664,664
CHS 355.6 x 8.0,355.6,355.6,8.0,68.6,87.4,13200,13200,742,742
CHS 355.6 x 10.0,355.6,355.6,10.0,85.2,109,16200,16200,912,912
CHS 355.6 x 11.0,355.6,355.6,11.0,93.5,119,17700,17700,995,995
CHS 355.6 x 12.5,355.6,355.6,12.5,106,135,19900,19900,1120,1120
CHS 355.6 x 14.2,355.6,355.6,14.2,120,152,22200,22200,1250,1250
CHS 355.6 x 16.0,355.6,355.6,16.0,134,171,24700,24700,1390,1390
CHS 406.4 x 10.0,406.4,406.4,10.0,97.8,125,24500,24500,1200,1200
CHS 406.4 x 11.0,406.4,406.4,11.0,107,137,26700,26700,1320,1320
CHS 406.4 x 12.5,406.4,406.4,12.5,121,155,30000,30000,1480,1480
CHS 406.4 x 14.2,406.4,406.4,14.2,137,175,33700,33700,1660,1660
CHS 406.4 x 16.0,406.4,406.4,16.0,154,196,37400,37400,1840,1840
CHS 457.0 x 10.0,457.0,457.0,10.0,110,140,35100,35100,1540,1540
CHS 457.0 x 11.0,457.0,457.0,11.0,121,154,38300,38300,1680,1680
CHS 457.0 x 12.5,457.0,457.0,12.5,137,175,43100,43100,1890,1890
CHS 457.0 x 14.2,457.0,457.0,14.2,155,198,48500,48500,2120,2120
CHS 457.0 x 16.0,457.0,457.0,16.0,174,222,54000,54000,2360,2360
CHS 508.0 x 10.0,508.0,508.0,10.0,123,156,48500,48500,1910,1910
CHS 508.0 x 11.0,508.0,508.0,11.0,135,172,53100,53100,2090,2090
CHS 508.0 x 12.5,508.0,508.0,12.5,153,195,59800,59800,2350,2350
CHS 508.0 x 14.2,508.0,508.0,14.2,173,220,67200,67200,2650,2650
CHS 508.0 x 16.0,508.0,508.0,16.0,194,247,74900,74900,2950,2950